user_id,register_time,recently_logged,number_of_classes_join,number_of_classes_out,learn_time,school
用户36264,2020/4/5 17:11,2020/4/11 14:46,0,0,7.65,
用户36263,2020/4/5 16:47,2020/4/5 16:48,0,0,0,
用户36262,2020/4/5 16:26,2020/5/6 11:36,1,0,"2,494.88",
用户36261,2020/4/5 16:22,2020/4/5 16:22,0,0,23.13,
用户36260,2020/4/5 16:18,2020/5/3 13:37,4,0,"1,762.32",
用户36259,2020/4/5 15:58,2020/4/5 16:09,0,0,33.73,
用户36258,2020/4/5 15:20,2020/4/5 15:20,0,0,0,
用户36257,2020/4/5 14:45,2020/4/5 15:25,0,0,0.25,
用户36256,2020/4/5 14:38,2020/4/23 14:01,1,0,425.15,
用户36255,2020/4/5 14:18,2020/4/5 14:31,0,0,592.98,
用户36254,2020/4/5 13:29,2020/5/4 12:58,2,0,984.08,
用户36253,2020/4/5 13:20,2020/4/5 13:21,0,0,0,
用户36252,2020/4/5 12:58,2020/5/9 17:30,4,0,818.18,
用户36251,2020/4/5 12:30,2020/6/8 18:40,1,0,"1,950.07",
用户36250,2020/4/5 12:30,2020/4/14 6:54,0,0,0,
用户36249,2020/4/5 12:27,2020/5/5 8:02,2,0,"3,905.33",
用户36248,2020/4/5 12:13,2020/4/28 21:58,0,0,267.83,
用户36247,2020/4/5 12:03,2020/5/1 14:09,1,0,"1,063.78",
用户36246,2020/4/5 11:58,2020/5/19 16:03,4,0,"2,496.42",
用户36245,2020/4/5 11:40,2020/5/3 13:38,1,0,95.08,
用户36244,2020/4/5 11:21,2020/5/5 10:12,3,0,665.32,
用户36243,2020/4/5 11:04,2020/4/28 10:18,0,0,940.67,
用户36242,2020/4/5 10:45,2020/4/22 13:56,2,0,4.1,石家庄学院
用户36241,2020/4/5 10:24,2020/6/3 18:32,2,0,387.85,
用户36240,2020/4/5 10:02,2020/5/7 13:31,2,0,798.62,
用户36239,2020/4/5 9:27,2020/4/5 9:27,6,0,140.32,
用户36238,2020/4/5 9:18,2020/5/29 14:46,3,0,"1,428.30",
用户36237,2020/4/5 9:10,2020/5/5 13:43,1,0,527.8,
用户36236,2020/4/5 6:32,2020/6/11 10:34,1,0,"1,470.18",
用户36235,2020/4/4 23:57,2020/4/4 23:57,0,0,14.6,
用户36234,2020/4/4 23:27,2020/4/4 23:27,0,0,0.52,
用户36233,2020/4/4 22:38,2020/4/4 22:39,2,0,64.53,
用户36232,2020/4/4 22:26,2020/4/26 21:00,1,0,"3,041.57",
用户36231,2020/4/4 22:04,2020/4/4 22:05,0,0,0,
用户36230,2020/4/4 22:04,2020/5/5 17:10,1,0,124.65,
用户36229,2020/4/4 21:44,2020/5/23 11:24,1,1,"1,262.58",
用户36228,2020/4/4 21:29,2020/4/5 21:09,0,0,205.03,
用户36227,2020/4/4 21:17,2020/5/7 10:57,3,0,"2,607.80",
用户36226,2020/4/4 21:05,2020/4/4 21:06,0,0,0,
用户36225,2020/4/4 21:03,2020/4/27 15:38,0,0,951.3,
用户36224,2020/4/4 21:01,2020/4/4 21:01,0,0,0.33,
用户36222,2020/4/4 20:47,2020/4/5 21:46,0,0,0,
用户36221,2020/4/4 20:21,2020/5/4 17:46,0,0,237.67,
用户36220,2020/4/4 19:59,2020/4/26 14:55,1,0,985.22,
用户36219,2020/4/4 19:31,2020/4/25 11:12,0,0,228.17,
用户36218,2020/4/4 19:30,2020/5/6 20:20,1,0,"3,906.48",
用户36217,2020/4/4 19:24,2020/5/15 11:46,0,0,134.92,
用户36216,2020/4/4 19:20,2020/4/16 21:00,0,0,620.73,
用户36215,2020/4/4 19:15,2020/6/17 14:26,1,0,"1,449.88",
用户36214,2020/4/4 19:14,2020/4/4 21:52,0,0,2.88,
用户36213,2020/4/4 19:07,2020/5/25 11:47,0,0,"2,211.65",
用户36212,2020/4/4 18:59,2020/4/18 17:16,0,0,475.02,
用户36211,2020/4/4 18:51,2020/4/13 21:12,3,0,398.83,
用户36210,2020/4/4 18:49,2020/5/4 8:11,0,0,131.22,
用户36209,2020/4/4 18:48,2020/4/16 16:13,0,0,1.78,
用户36208,2020/4/4 18:00,2020/6/3 22:03,1,0,"3,059.82",
用户36207,2020/4/4 17:54,2020/5/7 19:19,1,0,502.4,
用户36206,2020/4/4 17:47,2020/6/15 22:55,1,0,"2,755.77",
用户36205,2020/4/4 17:20,2020/5/7 12:01,1,0,125.13,
用户36204,2020/4/4 17:12,2020/4/14 0:50,0,0,0,
用户36203,2020/4/4 16:51,2020/4/4 16:51,0,0,0.08,
用户36202,2020/4/4 16:34,2020/5/4 10:41,5,0,59.35,
用户36201,2020/4/4 16:10,2020/4/15 16:41,0,0,218.38,
用户36200,2020/4/4 16:09,2020/5/7 20:25,0,0,328.83,
用户36199,2020/4/4 16:05,2020/4/23 18:23,1,0,411.45,
用户36198,2020/4/4 15:53,2020/5/8 9:46,1,0,"2,266.78",
用户36197,2020/4/4 14:53,2020/5/4 20:42,4,0,674.73,
用户36196,2020/4/4 14:38,2020/4/12 15:49,1,0,693.67,
用户36195,2020/4/4 13:52,2020/4/4 13:52,0,0,0.12,
用户36194,2020/4/4 13:47,2020/4/5 21:00,0,0,125.42,
用户36193,2020/4/4 13:40,2020/4/4 13:40,1,0,0,
用户36192,2020/4/4 13:14,2020/5/28 19:41,1,0,"2,922.83",
用户36191,2020/4/4 12:45,2020/5/7 15:02,3,0,"1,468.83",
用户36190,2020/4/4 12:43,2020/4/4 12:53,0,0,3.45,
用户36189,2020/4/4 12:37,2020/4/4 12:39,0,0,0,
用户36188,2020/4/4 12:21,2020/5/14 16:55,5,0,319.13,
用户36187,2020/4/4 12:18,2020/4/10 15:37,4,0,212.55,
用户36186,2020/4/4 11:51,2020/4/4 11:54,0,0,1.13,
用户36185,2020/4/4 11:26,2020/5/5 8:00,1,0,"10,720.42",
用户36184,2020/4/4 11:22,2020/4/4 11:22,0,0,0,
用户36183,2020/4/4 11:05,2020/4/29 15:31,1,0,86.18,
用户36182,2020/4/4 11:05,2020/5/5 10:59,1,0,"4,761.27",
用户36181,2020/4/4 10:52,2020/4/9 11:05,4,0,542.73,
用户36180,2020/4/4 10:46,2020/5/7 13:43,7,0,"2,297.02",
用户36179,2020/4/4 10:46,2020/4/4 10:46,0,0,0.48,
用户36178,2020/4/4 10:40,2020/4/28 7:59,0,0,798.48,
用户36177,2020/4/4 10:39,2020/4/4 10:39,2,0,96.22,
用户36176,2020/4/4 10:25,2020/4/11 9:44,7,0,573.38,
用户36175,2020/4/4 10:13,2020/4/14 17:12,1,0,235.82,
用户36174,2020/4/4 9:58,2020/4/4 9:59,1,0,73.88,
用户36173,2020/4/4 9:55,2020/4/4 9:55,1,0,0,
用户36172,2020/4/4 9:44,2020/5/26 18:00,1,0,"1,842.42",
用户36171,2020/4/4 9:40,2020/5/4 15:08,3,0,36.57,
用户36170,2020/4/4 9:17,2020/4/16 15:27,0,0,"2,068.98",
用户36169,2020/4/4 9:13,2020/4/4 10:10,0,0,0.22,
用户36168,2020/4/4 9:05,2020/4/4 9:05,1,0,334.95,
用户36167,2020/4/4 8:49,2020/4/4 8:50,0,0,0,
用户36166,2020/4/4 6:12,2020/4/4 6:13,0,0,7.35,
用户36165,2020/4/4 2:22,2020/4/4 2:26,0,0,6.57,
用户36164,2020/4/4 1:19,2020/4/5 14:18,1,0,2,
用户36163,2020/4/4 0:21,2020/5/4 15:04,6,0,"1,917.87",
用户36162,2020/4/3 22:33,2020/4/9 10:24,3,0,76.62,
用户36161,2020/4/3 22:16,2020/4/13 9:56,1,0,"1,394.07",
用户36160,2020/4/3 21:58,2020/5/8 11:57,3,0,"2,581.05",
用户36159,2020/4/3 21:49,2020/4/22 12:11,1,0,5.57,
用户36158,2020/4/3 21:48,2020/4/3 21:48,0,0,0,
用户36157,2020/4/3 21:47,2020/4/7 7:41,1,0,"1,141.98",
用户36156,2020/4/3 21:41,2020/5/8 22:03,0,0,0,
用户36155,2020/4/3 21:26,2020/4/7 11:47,1,0,137.67,
用户36154,2020/4/3 21:16,2020/4/3 21:16,1,0,66.05,
用户36153,2020/4/3 21:12,2020/5/30 20:10,2,0,"2,190.92",
用户36152,2020/4/3 21:06,2020/4/21 21:21,1,0,197.37,
用户36151,2020/4/3 21:06,2020/4/3 21:06,0,0,6.7,
用户36150,2020/4/3 21:01,2020/5/6 19:40,0,0,0,
用户36149,2020/4/3 21:01,2020/4/16 8:26,3,0,945.18,
用户36148,2020/4/3 20:58,2020/5/4 20:52,0,0,374.63,
用户36147,2020/4/3 20:47,2020/4/4 11:08,2,0,130.52,
用户36146,2020/4/3 20:45,2020/4/3 20:46,4,0,0,
用户36145,2020/4/3 20:38,2020/4/3 20:38,0,0,27.02,
用户36144,2020/4/3 20:37,2020/4/25 21:10,1,0,759.58,
用户36143,2020/4/3 20:36,2020/4/22 16:52,1,0,88.5,
用户36142,2020/4/3 20:20,2020/4/22 10:42,1,0,0.07,
用户36141,2020/4/3 20:17,2020/6/3 12:19,4,1,"5,296.82",
用户36140,2020/4/3 20:04,2020/4/3 20:05,0,0,4.45,
用户36139,2020/4/3 19:50,2020/6/15 9:13,6,0,"10,137.17",
用户36138,2020/4/3 19:49,2020/5/6 22:05,1,0,81.42,
用户36137,2020/4/3 19:45,2020/5/8 8:26,3,0,"2,865.20",
用户36136,2020/4/3 19:32,2020/4/19 11:38,1,0,51.67,
用户36135,2020/4/3 19:25,2020/4/3 19:25,0,0,0,
用户36134,2020/4/3 19:02,2020/6/15 4:22,1,0,"4,473.18",
用户36133,2020/4/3 19:00,2020/4/5 14:09,4,0,45.5,
用户36132,2020/4/3 18:56,2020/4/24 17:33,0,0,"1,064.85",
用户36131,2020/4/3 18:48,2020/4/9 12:55,3,0,132.32,
用户36130,2020/4/3 18:41,2020/4/8 18:29,0,0,90.23,
用户36129,2020/4/3 16:53,2020/4/3 16:53,1,0,24.47,
用户36128,2020/4/3 16:51,2020/5/22 8:44,3,0,795.87,
用户36127,2020/4/3 16:40,2020/5/11 15:47,3,0,"1,579.12",
用户36126,2020/4/3 16:32,2020/4/8 21:52,4,0,364.28,
用户36125,2020/4/3 16:29,2020/4/3 16:29,0,0,2.93,
用户36124,2020/4/3 16:16,2020/4/3 16:16,1,0,99.58,
用户36123,2020/4/3 16:11,2020/4/3 16:11,0,0,298.88,
用户36122,2020/4/3 16:11,2020/4/3 22:44,0,0,93.05,
用户36121,2020/4/3 16:10,2020/4/3 16:41,1,0,26.32,
用户36120,2020/4/3 15:50,2020/5/8 15:14,0,0,37.05,
用户36119,2020/4/3 15:36,2020/4/3 15:36,1,0,78.72,
用户36118,2020/4/3 15:11,2020/5/31 15:20,1,0,632.15,华北理工大学
用户36117,2020/4/3 15:05,2020/5/6 21:44,3,0,"2,287.90",
用户36116,2020/4/3 14:58,2020/4/25 11:29,0,0,249.88,
用户36115,2020/4/3 14:49,2020/4/27 20:30,0,0,0,
用户36114,2020/4/3 14:48,2020/6/8 21:03,2,0,"1,271.07",
用户36113,2020/4/3 14:44,2020/4/3 14:46,0,0,0.72,
用户36112,2020/4/3 14:08,2020/4/3 14:08,0,0,0,
用户36111,2020/4/3 14:06,2020/5/8 15:21,4,0,"1,781.97",
用户36110,2020/4/3 14:05,2020/4/30 13:42,1,0,71.15,
用户36109,2020/4/3 14:00,2020/4/3 14:00,0,0,1.73,
用户36108,2020/4/3 13:55,2020/4/3 13:55,0,0,4.08,
用户36107,2020/4/3 13:39,2020/5/8 14:59,4,0,"4,714.83",
用户36106,2020/4/3 13:33,2020/4/26 11:43,1,0,15.85,
用户36105,2020/4/3 13:23,2020/4/3 13:23,0,0,0,
用户36104,2020/4/3 13:22,2020/4/24 8:47,3,0,87.73,
用户36103,2020/4/3 13:13,2020/4/3 13:38,0,0,0,
用户36102,2020/4/3 13:02,2020/4/3 13:02,0,0,0.15,
用户36101,2020/4/3 12:43,2020/4/3 12:43,1,0,12.17,
用户36100,2020/4/3 12:30,2020/4/3 12:30,1,0,0,
用户36099,2020/4/3 12:23,2020/5/4 16:48,1,0,"1,401.02",
用户36098,2020/4/3 12:21,2020/4/3 12:21,0,0,0,
用户36097,2020/4/3 12:11,2020/4/9 14:34,8,2,80.25,
用户36096,2020/4/3 12:09,2020/5/2 8:15,3,0,592.25,
用户36095,2020/4/3 11:46,2020/4/3 12:12,2,0,99.25,
用户36090,2020/4/3 11:38,--,1,0,74.92,
用户36091,2020/4/3 11:38,2020/4/8 10:55,1,0,0,
用户36092,2020/4/3 11:38,2020/6/7 9:25,1,0,954.27,
用户36093,2020/4/3 11:38,--,1,0,0,
用户36094,2020/4/3 11:38,2020/4/8 9:59,1,0,0,
用户36083,2020/4/3 11:38,2020/6/10 21:44,1,0,607.23,
用户36084,2020/4/3 11:38,2020/6/12 17:12,1,0,"1,158.07",
用户36085,2020/4/3 11:38,2020/6/16 11:40,1,0,401.05,华北水利水电大学
用户36086,2020/4/3 11:38,2020/4/25 19:59,1,0,0,
用户36087,2020/4/3 11:38,2020/6/17 11:16,1,0,"2,318.72",
用户36088,2020/4/3 11:38,2020/6/13 23:53,2,1,"1,901.10",
用户36089,2020/4/3 11:38,2020/4/20 10:26,2,0,3.02,
用户36082,2020/4/3 11:38,--,1,0,0,
用户36081,2020/4/3 11:31,2020/5/20 9:19,1,0,601.45,
用户36080,2020/4/3 11:30,2020/6/8 22:04,2,0,"1,882.67",
用户36073,2020/4/3 11:29,2020/6/17 20:26,1,0,962.23,
用户36074,2020/4/3 11:29,2020/6/11 11:53,2,0,"1,743.02",
用户36075,2020/4/3 11:29,2020/5/13 23:00,1,0,"4,169.02",
用户36076,2020/4/3 11:29,2020/6/13 19:28,2,0,856.8,
用户36077,2020/4/3 11:29,2020/4/20 21:43,1,0,199.58,
用户36078,2020/4/3 11:29,2020/5/19 9:35,2,0,649.6,
用户36079,2020/4/3 11:29,2020/6/17 21:31,2,0,"5,441.75",
用户36067,2020/4/3 11:29,2020/4/25 19:29,1,0,304.47,
用户36068,2020/4/3 11:29,2020/6/9 19:07,1,0,495.7,
用户36069,2020/4/3 11:29,--,1,0,0,
用户36070,2020/4/3 11:29,2020/5/27 13:06,2,0,"2,964.23",
用户36071,2020/4/3 11:29,2020/6/3 14:19,2,0,115.07,
用户36072,2020/4/3 11:29,2020/5/12 8:40,1,0,505.23,
用户36062,2020/4/3 11:29,--,1,0,0,
用户36063,2020/4/3 11:29,--,1,0,0,
用户36064,2020/4/3 11:29,--,1,0,0,
用户36065,2020/4/3 11:29,--,1,0,0,
用户36066,2020/4/3 11:29,2020/6/17 12:29,2,0,"4,262.83",
用户36061,2020/4/3 11:28,2020/4/3 11:28,0,0,0,
用户36060,2020/4/3 11:27,2020/5/7 22:06,4,0,"1,725.82",
用户36057,2020/4/3 11:25,2020/6/7 15:47,1,0,"3,113.62",
用户36058,2020/4/3 11:25,2020/6/13 19:34,1,0,"4,733.80",
用户36059,2020/4/3 11:25,--,1,0,0,
用户36052,2020/4/3 11:09,2020/4/3 12:51,1,0,0.28,
用户36053,2020/4/3 11:09,2020/4/3 11:45,1,0,140.5,
用户36054,2020/4/3 11:09,2020/5/4 19:13,1,0,"1,984.05",
用户36055,2020/4/3 11:09,2020/5/14 11:27,1,0,416.68,
用户36056,2020/4/3 11:09,--,1,0,0,
用户36049,2020/4/3 11:09,2020/6/17 9:56,1,0,"1,208.78",
用户36050,2020/4/3 11:09,2020/5/5 14:34,1,0,"1,469.13",
用户36051,2020/4/3 11:09,2020/4/3 11:40,1,0,33.35,
用户36048,2020/4/3 11:02,2020/4/3 11:02,0,0,298.93,
用户36047,2020/4/3 10:58,2020/5/5 16:01,6,0,"1,533.57",
用户36046,2020/4/3 10:48,2020/5/7 12:01,1,0,666.4,
用户36045,2020/4/3 10:46,2020/5/2 19:15,3,0,"5,544.32",
用户36044,2020/4/3 10:44,2020/4/8 13:33,2,1,14.18,
用户36040,2020/4/3 10:44,--,2,1,0,
用户36041,2020/4/3 10:44,--,2,2,0,
用户36042,2020/4/3 10:44,2020/4/14 9:32,2,1,0.78,
用户36043,2020/4/3 10:44,2020/6/11 21:10,1,0,"1,637.95",山东建筑大学
用户36039,2020/4/3 10:43,2020/5/8 14:56,2,0,"1,507.35",
用户36038,2020/4/3 10:38,2020/4/20 1:43,1,0,136.93,兰州交通大学
用户36034,2020/4/3 10:37,--,1,0,0,
用户36035,2020/4/3 10:37,--,1,0,0,
用户36036,2020/4/3 10:37,2020/4/13 21:31,1,0,274.48,
用户36037,2020/4/3 10:37,2020/5/8 7:58,1,0,"2,396.82",
用户36033,2020/4/3 10:37,--,1,0,0,
用户36032,2020/4/3 10:31,2020/5/16 16:48,1,0,0,
用户36031,2020/4/3 10:29,2020/4/3 15:02,3,0,108.3,
用户36030,2020/4/3 10:25,2020/4/3 10:25,1,0,1.02,
用户36029,2020/4/3 10:20,2020/4/3 10:21,0,0,1.03,
用户36028,2020/4/3 10:09,2020/5/23 11:24,1,0,573.7,
用户36027,2020/4/3 10:08,--,1,0,88.12,
用户36026,2020/4/3 10:01,2020/4/25 23:31,0,0,17.12,
用户36025,2020/4/3 9:57,2020/5/25 10:09,2,0,844.68,
用户36024,2020/4/3 9:37,2020/4/3 9:37,1,0,177.53,
用户36023,2020/4/3 9:21,2020/4/3 9:22,0,0,304.8,
用户36022,2020/4/3 8:54,2020/4/3 8:55,0,0,0.08,
用户36021,2020/4/3 8:51,2020/4/3 8:51,0,0,0,
用户36020,2020/4/3 8:21,2020/4/3 9:12,0,0,0.3,
用户36019,2020/4/3 8:01,2020/4/3 8:02,0,0,0,
用户36018,2020/4/3 4:48,2020/4/3 4:48,4,0,0.08,
用户36017,2020/4/3 2:05,2020/5/30 0:23,1,0,426.87,
用户36016,2020/4/3 1:29,2020/4/3 1:29,0,0,0,
用户36015,2020/4/3 1:24,2020/4/3 1:24,0,0,5.47,
用户36014,2020/4/3 1:08,2020/5/2 15:08,1,0,211.03,
用户36013,2020/4/2 23:36,2020/5/5 6:19,4,0,"1,460.53",
用户36012,2020/4/2 23:18,2020/4/29 17:22,0,0,246.95,
用户36011,2020/4/2 23:10,2020/4/6 22:06,0,0,61.8,
用户36010,2020/4/2 22:42,2020/5/10 5:08,1,0,"2,421.55",
用户36009,2020/4/2 22:34,2020/4/16 21:41,0,0,159.9,
用户36008,2020/4/2 22:32,2020/4/2 22:32,1,0,0.68,
用户36007,2020/4/2 22:10,2020/5/27 23:35,3,0,228.78,
用户36006,2020/4/2 22:03,2020/4/2 22:04,0,0,0,
用户36005,2020/4/2 22:03,2020/4/2 22:03,1,0,23.05,
用户36004,2020/4/2 21:42,2020/6/5 11:53,2,0,"1,037.82",
用户36003,2020/4/2 21:35,2020/4/2 21:35,1,0,6.58,
用户36002,2020/4/2 21:17,2020/4/2 21:17,1,0,0,
用户36001,2020/4/2 21:16,2020/5/6 19:10,1,0,48.45,
用户36000,2020/4/2 21:12,2020/4/8 11:54,0,0,2.65,
用户35999,2020/4/2 21:06,2020/4/14 15:58,3,0,286.18,
用户35998,2020/4/2 21:01,2020/4/2 21:10,2,0,115.62,
用户35997,2020/4/2 20:59,2020/4/2 21:15,2,0,13.42,
用户35996,2020/4/2 20:54,2020/5/20 10:25,1,0,0.62,
用户35995,2020/4/2 20:35,2020/4/24 14:03,1,0,512.88,
用户35994,2020/4/2 20:33,2020/4/2 20:33,0,0,87.75,
用户35993,2020/4/2 20:30,2020/5/7 22:08,6,2,"2,412.25",
用户35992,2020/4/2 20:19,2020/5/8 10:37,2,0,591.08,
用户35991,2020/4/2 20:18,2020/4/2 20:18,1,0,6.25,
用户35990,2020/4/2 20:05,2020/4/2 20:05,1,0,14.45,
用户35989,2020/4/2 19:11,2020/4/18 16:12,0,0,2.2,
用户35988,2020/4/2 19:11,2020/4/4 10:41,1,0,573.1,
用户35987,2020/4/2 19:04,2020/5/13 15:29,2,0,210.07,
用户35985,2020/4/2 18:33,2020/4/4 23:16,1,0,36.9,
用户35984,2020/4/2 18:23,2020/4/2 18:24,0,0,0.92,
用户35983,2020/4/2 18:16,2020/4/2 18:16,1,0,10.02,
用户35982,2020/4/2 18:10,2020/4/2 18:11,0,0,19.17,
用户35981,2020/4/2 17:59,2020/5/5 10:30,2,0,"4,111.82",
用户35980,2020/4/2 17:54,2020/4/2 17:55,0,0,298.87,
用户35979,2020/4/2 17:29,2020/4/2 17:29,1,0,0,
用户35978,2020/4/2 17:26,2020/4/2 17:26,1,0,0.98,
用户35977,2020/4/2 17:24,2020/5/4 10:04,3,0,282.02,
用户35976,2020/4/2 17:14,2020/5/6 13:31,1,0,"2,542.13",
用户35975,2020/4/2 16:57,2020/5/1 9:51,1,0,"1,532.28",
用户35974,2020/4/2 16:57,2020/5/20 9:41,1,0,"2,845.85",
用户35973,2020/4/2 16:56,2020/6/16 21:33,1,0,"7,195.98",
用户35972,2020/4/2 16:30,2020/4/2 16:30,0,0,0,
用户35971,2020/4/2 16:10,2020/5/7 20:02,1,0,"3,299.37",
用户35970,2020/4/2 16:04,2020/6/2 15:29,1,0,"3,383.12",
用户35969,2020/4/2 15:42,2020/4/2 19:34,1,0,0,
用户35968,2020/4/2 15:42,2020/4/8 16:20,1,0,0,
用户35967,2020/4/2 15:40,2020/4/22 20:46,0,0,0,
用户35966,2020/4/2 15:27,2020/4/2 15:29,0,0,136.63,
用户35965,2020/4/2 15:23,2020/4/2 15:23,0,0,0,
用户35964,2020/4/2 15:20,2020/4/25 10:00,2,0,363.45,
用户35963,2020/4/2 15:17,2020/4/3 5:48,0,0,42.67,
用户35962,2020/4/2 15:08,2020/4/26 10:21,1,0,"2,023.63",
用户35961,2020/4/2 15:07,2020/4/2 15:08,1,0,37.97,
用户35960,2020/4/2 14:41,2020/4/19 11:48,0,0,36.47,
用户35959,2020/4/2 14:41,2020/4/2 14:42,0,0,20.12,
用户35958,2020/4/2 14:09,2020/4/13 12:32,1,0,"2,075.12",
用户35957,2020/4/2 14:09,2020/4/2 14:09,0,0,0.12,
用户35956,2020/4/2 13:46,2020/4/2 13:47,0,0,0,
用户35955,2020/4/2 13:41,2020/4/2 13:41,1,0,10,
用户35954,2020/4/2 13:38,2020/4/15 21:05,0,0,230.27,
用户35953,2020/4/2 13:27,2020/4/2 13:29,0,0,1.85,
用户35952,2020/4/2 13:25,2020/4/2 13:26,1,0,92.8,
用户35951,2020/4/2 13:22,2020/5/5 9:38,1,0,246.85,
用户35950,2020/4/2 13:05,2020/4/2 13:06,1,0,0,
用户35949,2020/4/2 12:59,2020/4/2 13:00,0,0,246.23,
用户35948,2020/4/2 12:00,2020/4/2 21:13,0,0,5.43,
用户35947,2020/4/2 11:45,2020/5/8 13:15,3,0,"1,034.95",
用户35946,2020/4/2 11:35,2020/4/23 22:12,1,0,663.08,
用户35945,2020/4/2 11:10,2020/4/14 19:10,1,0,225.92,
用户35944,2020/4/2 10:47,2020/6/7 10:26,0,0,510.62,
用户35943,2020/4/2 10:41,2020/4/2 10:41,1,0,6.25,
用户35942,2020/4/2 10:25,2020/4/2 10:26,0,0,0.68,
用户35941,2020/4/2 9:46,2020/4/7 9:56,1,0,160.6,
用户35940,2020/4/2 8:58,2020/4/2 8:58,0,0,188.02,
用户35939,2020/4/2 2:21,2020/6/4 11:20,0,0,0,
用户35938,2020/4/2 2:16,2020/4/2 2:17,0,0,0,
用户35936,2020/4/2 0:52,--,1,0,0,
用户35937,2020/4/2 0:52,--,1,0,0,
用户35930,2020/4/2 0:51,--,1,0,0,
用户35931,2020/4/2 0:51,--,1,0,0,
用户35932,2020/4/2 0:51,--,1,0,0,
用户35933,2020/4/2 0:51,--,1,0,0,
用户35934,2020/4/2 0:51,--,1,0,0,
用户35935,2020/4/2 0:51,--,1,0,0,
用户35923,2020/4/2 0:51,2020/5/24 1:04,1,0,29.28,
用户35924,2020/4/2 0:51,--,1,0,0,
用户35925,2020/4/2 0:51,--,1,0,0,
用户35926,2020/4/2 0:51,--,1,0,0,
用户35927,2020/4/2 0:51,--,1,0,0,
用户35928,2020/4/2 0:51,2020/6/9 16:36,1,0,727.65,
用户35929,2020/4/2 0:51,2020/4/16 21:27,1,0,189.77,
用户35922,2020/4/2 0:51,2020/5/7 11:27,2,0,27.53,
用户35921,2020/4/2 0:50,--,1,0,0,
用户35920,2020/4/2 0:47,--,1,0,0,
用户35914,2020/4/2 0:47,--,1,0,0,
用户35915,2020/4/2 0:47,2020/4/16 15:57,1,0,0.42,
用户35916,2020/4/2 0:47,--,1,0,0,
用户35917,2020/4/2 0:47,2020/4/16 15:58,1,0,0.88,
用户35918,2020/4/2 0:47,--,1,0,0,
用户35919,2020/4/2 0:47,2020/4/8 11:23,2,0,0.22,
用户35913,2020/4/2 0:47,2020/4/19 10:21,2,0,118.93,
用户35912,2020/4/2 0:40,--,1,0,0,
用户35907,2020/4/2 0:40,2020/4/15 17:17,1,0,120.43,
用户35908,2020/4/2 0:40,2020/5/20 22:27,1,0,504.75,
用户35909,2020/4/2 0:40,2020/5/8 10:07,2,0,"1,135.13",
用户35910,2020/4/2 0:40,2020/5/4 14:52,1,0,"1,295.87",
用户35911,2020/4/2 0:40,2020/4/19 20:30,1,0,279.2,
用户35906,2020/4/2 0:37,2020/4/2 0:37,0,0,0,
用户35905,2020/4/2 0:21,2020/4/2 0:22,0,0,0,
用户35904,2020/4/2 0:19,--,1,0,0,
用户35897,2020/4/2 0:19,2020/4/15 20:07,1,0,268.42,
用户35898,2020/4/2 0:19,2020/4/15 14:08,1,0,152.65,
用户35899,2020/4/2 0:19,2020/4/16 8:57,1,0,"1,541.82",
用户35900,2020/4/2 0:19,2020/4/18 20:34,1,0,"1,346.77",
用户35901,2020/4/2 0:19,2020/4/20 10:50,1,0,1.28,
用户35902,2020/4/2 0:19,2020/4/19 11:55,1,0,"2,146.95",
用户35903,2020/4/2 0:19,2020/4/16 22:24,1,0,97.75,
用户35891,2020/4/2 0:19,2020/5/30 10:07,1,0,"1,324.03",
用户35892,2020/4/2 0:19,2020/6/5 14:47,1,0,"1,403.82",
用户35893,2020/4/2 0:19,2020/5/27 6:43,1,0,417.02,
用户35894,2020/4/2 0:19,2020/5/18 11:19,1,0,"2,450.52",
用户35895,2020/4/2 0:19,2020/4/8 22:48,1,0,304.3,
用户35896,2020/4/2 0:19,2020/4/23 11:29,1,0,0.78,
用户35884,2020/4/2 0:19,2020/4/10 11:05,1,0,105.07,
用户35885,2020/4/2 0:19,2020/4/15 9:53,1,0,870.28,
用户35886,2020/4/2 0:19,--,1,0,0,
用户35887,2020/4/2 0:19,2020/4/8 22:08,1,0,42.03,
用户35888,2020/4/2 0:19,2020/4/20 14:33,1,0,"1,092.85",
用户35889,2020/4/2 0:19,--,1,0,1.75,
用户35890,2020/4/2 0:19,2020/4/18 21:06,1,0,603.02,
用户35878,2020/4/2 0:19,2020/4/21 21:01,1,0,810.65,
用户35879,2020/4/2 0:19,2020/4/13 17:48,1,0,119.37,
用户35880,2020/4/2 0:19,2020/5/27 11:35,1,0,"1,387.33",
用户35881,2020/4/2 0:19,2020/4/24 13:35,1,0,382.47,
用户35882,2020/4/2 0:19,2020/6/6 11:04,1,0,"1,045.97",
用户35883,2020/4/2 0:19,2020/4/16 11:33,1,0,"1,067.53",
用户35872,2020/4/2 0:19,--,1,0,0,
用户35873,2020/4/2 0:19,2020/4/15 16:15,1,0,296.12,
用户35874,2020/4/2 0:19,2020/4/7 14:07,1,0,120.78,
用户35875,2020/4/2 0:19,2020/5/8 17:47,1,0,"1,198.63",
用户35876,2020/4/2 0:19,2020/4/18 15:54,1,0,"1,128.90",
用户35877,2020/4/2 0:19,2020/4/8 18:45,1,0,37.28,
用户35866,2020/4/2 0:19,2020/4/6 14:57,1,0,19.4,
用户35867,2020/4/2 0:19,2020/4/17 21:21,1,0,704.77,
